Mapping project name,ESCO - Lithuanian Classification of Occupations,,,,,
Mapping project author,Ministry of the Economy and Innovation of the Republic of Lithuania,,,,,
Mapping project version,V1.0,,,,,
Mapping project version date,2021-03-15,,,,,
Classification 1 Name,Profesijos ESCO,,,,,
Classification 1 Concept type,occupation,,,,,
Classification 1 Version,1.0.8,,,,,
Classification 1 Language,lt,,,,,
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation,,,,,
Classification 2 Name,Lietuvos profesijų klasifikatorius,,,,,
Classification 2 Concept type,occupation,,,,,
Classification 2 Version,ESCO LPK,,,,,
Classification 2 Language,lt,,,,,
Classification 2 Landing page,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=,,,,,
,,,,,,
,,,,,,
Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 ID,Classification 2 PrefLabel,Classification 2 URL,Mapping relation
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753505,Kailių apdailininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753505,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753506,Plaukų nuo odos žaliavos šalintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753506,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753507,Kailių parinkėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753507,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753508,Odos dažytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753508,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753509,Kailių dažytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753509,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753510,Odos kubile dažytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753510,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753511,Kailių kubile dažytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753511,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753512,Dažytojas atspalvio suteikėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753512,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753513,Dažytojas atspalvio suteikėjas purkštuvu,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753513,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753514,Kailių ir odų ruošėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753514,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753515,Odų kaišėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753515,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753516,Kailių kaišėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753516,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753517,Odų kaišėjas ir plaukų šalintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753517,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753518,Kailių kaišėjas ir plaukų šalintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753518,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753519,Kailių raugintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753519,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753520,Odlupys,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753520,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753521,Odų sūdytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753521,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753522,Kailio plaukų pešiotojas apdailininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753522,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753523,Odos poliruotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753523,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753524,Kailių skutėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753524,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753525,Odų atskyrėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753525,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753526,Kailiadirbys,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753526,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753527,Odos tempėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753527,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753528,Kailių tempėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753528,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753529,Kailių žaliavos ir gaminių matuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753529,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753530,Kailių šukuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753530,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753531,Komplektuotojas-apskaitininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753531,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753532,Raugų gamintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753532,skos:narrowMatch
http://data.europa.eu/esco/isco/C7535,Kailiadirbiai ir odininkai,http://data.europa.eu/esco/isco/C7535,753533,Medžiagų ruošėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753533,skos:narrowMatch
http://data.europa.eu/esco/occupation/e6eea1ed-e982-4583-bafe-a0ac796f6cf1,išdirbtų odų rūšiuotojas,http://data.europa.eu/esco/occupation/e6eea1ed-e982-4583-bafe-a0ac796f6cf1,753503,Odų rūšiuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753503,skos:exactMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753601,Avalynės kulnų poliruotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753601,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753602,Batviršių poliruotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753602,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753604,Avalynės rantjuosčių formuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753604,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753605,Batsiuvys taisytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753605,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753607,Avalynės užsegimų sukirpėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753607,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753609,Avalynės kilpininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753609,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753611,Avalynės puspadžių surinkėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753611,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753612,Batviršių surinkėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753612,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753613,Batviršių lankstytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753613,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753614,Avalynės puspadžių rūšiuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753614,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753616,Avalynės gamintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753616,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753619,Pakinktų gamintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753619,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753620,Arklio pavalkų gamintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753620,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753622,Sportinės avalynės gamintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753622,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753623,Chirurginės avalynės gamintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753623,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753624,Botagų gamintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753624,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753626,Avalynės blizgintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753626,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753627,Avalynės puspadžių ruošėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753627,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753628,Batviršių ruošėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753628,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753629,Avalynės puspadžių presuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753629,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753631,Avalynės apvalintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753631,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753632,Balnius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753632,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753637,Avalynės odos pjaustytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753637,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753638,Avalynės vidpadžių gamintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753638,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753639,Avalynės rūšiuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753639,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753640,Avalynės ardytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753640,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753641,Avalynės tamsintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753641,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753642,Avalynės apdailos užbaigėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753642,skos:narrowMatch
http://data.europa.eu/esco/isco/C7536,Batsiuviai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C7536,753643,Avalynės klijuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753643,skos:narrowMatch
http://data.europa.eu/esco/occupation/24e9f120-eae8-411a-8daf-c48e8ae2f5f6,odos gaminių surinkėjas,http://data.europa.eu/esco/occupation/24e9f120-eae8-411a-8daf-c48e8ae2f5f6,753621,Odinių dirbinių gamintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753621,skos:exactMatch
http://data.europa.eu/esco/occupation/8f592e05-8035-4646-b33e-a4ea2c2314e3,odos gaminių apdailos operatorius,http://data.europa.eu/esco/occupation/8f592e05-8035-4646-b33e-a4ea2c2314e3,753610,Avalynės apdailininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753610,skos:narrowMatch
http://data.europa.eu/esco/occupation/1d188cae-90e9-4950-9666-3e1a9500de50,odos gaminių rankinio karpymo operatorius,http://data.europa.eu/esco/occupation/1d188cae-90e9-4950-9666-3e1a9500de50,753608,Odos sukirpėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753608,skos:exactMatch
http://data.europa.eu/esco/occupation/1d188cae-90e9-4950-9666-3e1a9500de50,odos gaminių rankinio karpymo operatorius,http://data.europa.eu/esco/occupation/1d188cae-90e9-4950-9666-3e1a9500de50,753606,Avalynės sukirpėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753606,skos:broadMatch
http://data.europa.eu/esco/occupation/e666c384-2a14-4cd9-981f-7067dc0bb9a9,odos gaminių siuvėjas rankomis,http://data.europa.eu/esco/occupation/e666c384-2a14-4cd9-981f-7067dc0bb9a9,753636,Sportinės avalynės siuvėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753636,skos:broadMatch
http://data.europa.eu/esco/occupation/f8e76759-811e-4b39-9adf-3e77429cff8f,batsiuvys,http://data.europa.eu/esco/occupation/f8e76759-811e-4b39-9adf-3e77429cff8f,753633,Batsiuvys,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753633,skos:exactMatch
http://data.europa.eu/esco/occupation/07ba3429-cccd-435b-a7d0-c02ba962bbd9,vienetinių batų technikas,http://data.europa.eu/esco/occupation/07ba3429-cccd-435b-a7d0-c02ba962bbd9,753634,Batsiuvys pagal užsakymus,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753634,skos:exactMatch
http://data.europa.eu/esco/occupation/3fa9a480-ceb3-4c2a-8a91-0508e1bb6ba5,avalynės lekalų išklotinių sudarymo automatizuota projektavimo programa specialistas,http://data.europa.eu/esco/occupation/3fa9a480-ceb3-4c2a-8a91-0508e1bb6ba5,753625,Avalynės iškarpų gamintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753625,skos:exactMatch
http://data.europa.eu/esco/occupation/ce594060-b05a-45d8-ac41-1cf3bb980085,rankų darbo avalynės gamintojas,http://data.europa.eu/esco/occupation/ce594060-b05a-45d8-ac41-1cf3bb980085,753615,Kurpius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753615,skos:broadMatch
http://data.europa.eu/esco/occupation/93aa611c-a58c-43ff-bc34-6e201dfdd0dd,avalynės modeliuotojas,http://data.europa.eu/esco/occupation/93aa611c-a58c-43ff-bc34-6e201dfdd0dd,753618,Avalyninkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753618,skos:broadMatch
http://data.europa.eu/esco/occupation/0a5001af-ce4b-4787-92e8-62af70089e53,rankinio užtraukimo ant kurpalio operatorius,http://data.europa.eu/esco/occupation/0a5001af-ce4b-4787-92e8-62af70089e53,753603,Batviršių aptraukėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753603,skos:exactMatch
http://data.europa.eu/esco/occupation/15419750-d6e6-4ab8-a77b-b42794f2e168,ortopedinių batų technikas,http://data.europa.eu/esco/occupation/15419750-d6e6-4ab8-a77b-b42794f2e168,753617,Ortopedinės avalynės gamintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753617,skos:broadMatch
http://data.europa.eu/esco/occupation/15419750-d6e6-4ab8-a77b-b42794f2e168,ortopedinių batų technikas,http://data.europa.eu/esco/occupation/15419750-d6e6-4ab8-a77b-b42794f2e168,753635,Ortopedinės avalynės siuvėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753635,skos:broadMatch
http://data.europa.eu/esco/occupation/dc9b98da-c389-4caf-a21a-c6f8c530c0bf,batų taisytojas,http://data.europa.eu/esco/occupation/dc9b98da-c389-4caf-a21a-c6f8c530c0bf,753630,Avalynės taisytojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=753630,skos:exactMatch
http://data.europa.eu/esco/occupation/5a596834-bc8f-4273-8d09-006957b60347,statybų komercinis naras,http://data.europa.eu/esco/occupation/5a596834-bc8f-4273-8d09-006957b60347,754103,Darbininkas povandenininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754103,skos:narrowMatch
http://data.europa.eu/esco/occupation/5a596834-bc8f-4273-8d09-006957b60347,statybų komercinis naras,http://data.europa.eu/esco/occupation/5a596834-bc8f-4273-8d09-006957b60347,754101,Gelbėjimo darbų naras,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754101,skos:narrowMatch
http://data.europa.eu/esco/occupation/204c8b13-f5de-4e39-bd23-86ff8cf89b4d,žvejys naras,http://data.europa.eu/esco/occupation/204c8b13-f5de-4e39-bd23-86ff8cf89b4d,7541,Narai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=7541,skos:narrowMatch
http://data.europa.eu/esco/occupation/bcc199fe-f7df-42a5-bd45-e33ae6160f26,naras gelbėtojas,http://data.europa.eu/esco/occupation/bcc199fe-f7df-42a5-bd45-e33ae6160f26,754102,Naras gelbėtojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754102,skos:exactMatch
http://data.europa.eu/esco/occupation/2aae7736-f58b-4027-8de4-6884281c3b0b,sprogdintojas,http://data.europa.eu/esco/occupation/2aae7736-f58b-4027-8de4-6884281c3b0b,754201,Sprogdintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754201,skos:exactMatch
http://data.europa.eu/esco/isco/C7543,Produktų rūšiuotojai ir bandytojai (išskyrus maisto ir gėrimų),http://data.europa.eu/esco/isco/C7543,754307,Paslaugų kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754307,skos:narrowMatch
http://data.europa.eu/esco/isco/C7543,Produktų rūšiuotojai ir bandytojai (išskyrus maisto ir gėrimų),http://data.europa.eu/esco/isco/C7543,754310,Vilnos rūšiuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754310,skos:narrowMatch
http://data.europa.eu/esco/isco/C7543,Produktų rūšiuotojai ir bandytojai (išskyrus maisto ir gėrimų),http://data.europa.eu/esco/isco/C7543,754308,Žaliavų ir pusgaminių kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754308,skos:narrowMatch
http://data.europa.eu/esco/occupation/3a75b477-e151-40fb-9909-b3641401bfed,automatinio optinio tikrinimo operatorius,http://data.europa.eu/esco/occupation/3a75b477-e151-40fb-9909-b3641401bfed,7543,Produktų rūšiuotojai ir bandytojai (išskyrus maisto produktų ir gėrimų degustatorius ir rūšiuotojus),http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=7543,skos:narrowMatch
http://data.europa.eu/esco/occupation/61d9270c-491d-438d-8d41-77ba2e0ef023,gaminių kokybės inspektorius,http://data.europa.eu/esco/occupation/61d9270c-491d-438d-8d41-77ba2e0ef023,754305,Technologinių procesų kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754305,skos:narrowMatch
http://data.europa.eu/esco/occupation/d3de3205-dd5c-4112-86bc-161e41cd77a5,cigarų inspektorius,http://data.europa.eu/esco/occupation/d3de3205-dd5c-4112-86bc-161e41cd77a5,754305,Technologinių procesų kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754305,skos:narrowMatch
http://data.europa.eu/esco/occupation/381b9a17-521c-4702-b7d9-2059bbd8ce76,drabužių kokybės kontrolierius,http://data.europa.eu/esco/occupation/381b9a17-521c-4702-b7d9-2059bbd8ce76,754304,Audinių kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754304,skos:broadMatch
http://data.europa.eu/esco/occupation/381b9a17-521c-4702-b7d9-2059bbd8ce76,drabužių kokybės kontrolierius,http://data.europa.eu/esco/occupation/381b9a17-521c-4702-b7d9-2059bbd8ce76,754301,Audinių ekspertas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754301,skos:broadMatch
http://data.europa.eu/esco/occupation/0019b951-c699-4191-8208-9822882d150c,tiksliųjų prietaisų inspektorius,http://data.europa.eu/esco/occupation/0019b951-c699-4191-8208-9822882d150c,754305,Technologinių procesų kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754305,skos:narrowMatch
http://data.europa.eu/esco/occupation/85fdd1cb-98d3-4c40-a868-1078ce770440,tekstilės kokybės kontrolierius,http://data.europa.eu/esco/occupation/85fdd1cb-98d3-4c40-a868-1078ce770440,754302,Tekstilės medžiagų ekspertas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754302,skos:exactMatch
http://data.europa.eu/esco/occupation/b9c80d74-97b6-4a4b-849e-a3908ba57ae1,lukšto rūšiuotojas,http://data.europa.eu/esco/occupation/b9c80d74-97b6-4a4b-849e-a3908ba57ae1,754309,Produktų rūšiuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754309,skos:narrowMatch
http://data.europa.eu/esco/occupation/295dbed9-0330-42af-8650-f9296c6eb195,automobilių vairuotojas bandytojas,http://data.europa.eu/esco/occupation/295dbed9-0330-42af-8650-f9296c6eb195,754305,Technologinių procesų kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754305,skos:narrowMatch
http://data.europa.eu/esco/occupation/43eb6228-8241-47d6-875e-7ccc214291d5,baterijų testavimo technikas,http://data.europa.eu/esco/occupation/43eb6228-8241-47d6-875e-7ccc214291d5,754305,Technologinių procesų kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754305,skos:narrowMatch
http://data.europa.eu/esco/occupation/b2cac4bc-abb7-41b3-a515-2ad006b8ebf6,valdymo pultų testuotojas,http://data.europa.eu/esco/occupation/b2cac4bc-abb7-41b3-a515-2ad006b8ebf6,754305,Technologinių procesų kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754305,skos:narrowMatch
http://data.europa.eu/esco/occupation/82d75f3b-644a-4582-ad6b-a2a1833e44cb,neardomųjų bandymų specialistas,http://data.europa.eu/esco/occupation/82d75f3b-644a-4582-ad6b-a2a1833e44cb,754305,Technologinių procesų kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754305,skos:narrowMatch
http://data.europa.eu/esco/occupation/2555a1bc-9f30-4371-9499-64793e48cd55,spausdintinių plokščių testavimo technikas,http://data.europa.eu/esco/occupation/2555a1bc-9f30-4371-9499-64793e48cd55,754305,Technologinių procesų kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754305,skos:narrowMatch
