Mapping project name,ESCO - SE NOC v.2
Mapping project author,default-author
Mapping project version,N/A
Mapping project version date,2022-03-30
Classification 1 Name,Esco - yrken
Classification 1 Concept type,Occupation
Classification 1 Version,1.0.8
Classification 1 Language,sv
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation
Classification 2 Name,Swedish Standard Classification of Occupations
Classification 2 Concept type,unknown
Classification 2 Version,05.21
Classification 2 Language,sv
Classification 2 Landing page,


Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 ID,Classification 2 PrefLabel,Classification 2 URL,Mapping relation
http://data.europa.eu/esco/isco/C3135,"Processövervakare, metallproduktion",http://data.europa.eu/esco/isco/C3135,onuw_42J_a1c,LD-operatör,,skos:narrowMatch
http://data.europa.eu/esco/isco/C2152,"Civilingenjörer m.fl., elektronik",http://data.europa.eu/esco/isco/C2152,4bkL_eTC_tAq,"Projekteringsingenjör, el-tele och elektronik",,skos:narrowMatch
http://data.europa.eu/esco/occupation/814205e9-8bd1-4653-bdbc-fd2f9e9a8225,"butikschef, kök och badrum",http://data.europa.eu/esco/occupation/814205e9-8bd1-4653-bdbc-fd2f9e9a8225,WWVG_4sM_faC,Butikschef,,skos:broadMatch
http://data.europa.eu/esco/occupation/6581aa0d-c807-4091-84cc-bc041f962ab1,sångare,http://data.europa.eu/esco/occupation/6581aa0d-c807-4091-84cc-bc041f962ab1,k3ZW_16R_riY,Sångare,,skos:exactMatch
http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,statistiker,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,WEsx_vwS_nmr,Metodstatistiker,,skos:narrowMatch
http://data.europa.eu/esco/isco/C2211,Allmänläkare,http://data.europa.eu/esco/isco/C2211,mtf5_vYH_PCv,AT-läkare,,skos:narrowMatch
http://data.europa.eu/esco/occupation/b73f4ce5-13fa-43a0-bbf6-01d7315849b8,gruppledare inom socialtjänst,http://data.europa.eu/esco/occupation/b73f4ce5-13fa-43a0-bbf6-01d7315849b8,Qopb_b1K_cm3,Gruppledare inom socialtjänst,,skos:exactMatch
http://data.europa.eu/esco/isco/C3111,Laboratorieingenjörer,http://data.europa.eu/esco/isco/C3111,sNE9_aNN_W34,Mikroskopist,,skos:narrowMatch
http://data.europa.eu/esco/occupation/41d609a1-62df-4cec-ac71-6434e545a729,"Kontrolltekniker, kemiteknik, rostskydd",http://data.europa.eu/esco/occupation/41d609a1-62df-4cec-ac71-6434e545a729,ujNW_DWh_HVY,"Kontrolltekniker, kemiteknik",,skos:broadMatch
http://data.europa.eu/esco/isco/C2163,Industri- och modedesigner,http://data.europa.eu/esco/isco/C2163,42SW_cUg_uq2,Designer,,skos:narrowMatch
http://data.europa.eu/esco/occupation/4a29eab1-5f02-4723-a863-e2d5a0614dfa,"verksamhetschef, vårdenhet",http://data.europa.eu/esco/occupation/4a29eab1-5f02-4723-a863-e2d5a0614dfa,qDLi_VEY_DDJ,"Sektionschef, sjukhus",,skos:narrowMatch
http://data.europa.eu/esco/occupation/60f7eb23-a7ea-4cbe-98a5-1248291f62d5,bibliotekarie,http://data.europa.eu/esco/occupation/60f7eb23-a7ea-4cbe-98a5-1248291f62d5,n9RX_nnz_ZYF,Skolbibliotekarie,,skos:narrowMatch
http://data.europa.eu/esco/isco/C2132,"Rådgivare inom jordbruk, skogsbruk och fiske",http://data.europa.eu/esco/isco/C2132,tns5_kcv_KcB,Fruktodlingsrådgivare/Fruktodlingskonsulent,,skos:narrowMatch
http://data.europa.eu/esco/isco/C2352,Specialpedagoger m.fl.,http://data.europa.eu/esco/isco/C2352,f1zq_tpA_QtN,Specialpedagog,,skos:narrowMatch
http://data.europa.eu/esco/isco/C2619,Övriga jurister,http://data.europa.eu/esco/isco/C2619,pryF_3WJ_nLL,Bankjurist,,skos:narrowMatch
http://data.europa.eu/esco/isco/C1211,Ekonomichefer,http://data.europa.eu/esco/isco/C1211,99va_MQm_DWY,Revisionschef,,skos:narrowMatch
http://data.europa.eu/esco/occupation/07bd65d7-c13f-443a-bdf6-88903f3822be,domare,http://data.europa.eu/esco/occupation/07bd65d7-c13f-443a-bdf6-88903f3822be,uFNT_1EH_Cgq,Domare,,skos:exactMatch
http://data.europa.eu/esco/occupation/7a031723-2b2c-4fdd-8ed5-30d67088b8b8,licenschef,http://data.europa.eu/esco/occupation/7a031723-2b2c-4fdd-8ed5-30d67088b8b8,Qv8f_jhS_9C2,Inköps- och distributionschefer m.fl.,,skos:broadMatch
http://data.europa.eu/esco/occupation/c3c8c56c-b3ab-4425-a38a-abcace020d22,klinisk psykolog,http://data.europa.eu/esco/occupation/c3c8c56c-b3ab-4425-a38a-abcace020d22,GhT3_Ae6_ksH,Klinisk psykolog,,skos:closeMatch
http://data.europa.eu/esco/isco/C2146,"Civilingenjörer m.fl., gruvteknik och metallurgi",http://data.europa.eu/esco/isco/C2146,ouQJ_4hT_WKV,Geotekniker,,skos:narrowMatch
http://data.europa.eu/esco/isco/C2142,"Civilingenjörer m.fl., bygg och anläggning",http://data.europa.eu/esco/isco/C2142,pTTz_5DC_itW,"Projektledare, bygg och anläggning",,skos:narrowMatch
http://data.europa.eu/esco/isco/C2521,Databasutvecklare och administratörer,http://data.europa.eu/esco/isco/C2521,YpXF_Mob_zM8,Data Warehouse specialist,,skos:narrowMatch
